,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
794,5995,2003.0,ram 1500,excellent,8.0,gas,142000.0,manual,truck,red,1.0,2018-10-29,77
795,7995,2012.0,hyundai santa fe,excellent,4.0,gas,82000.0,automatic,SUV,silver,1.0,2018-12-23,48
798,24990,2012.0,ford f-250 sd,good,8.0,gas,18005.0,automatic,truck,green,1.0,2018-10-15,82
799,24990,2006.0,ford f-350 sd,good,8.0,gas,65603.0,automatic,truck,red,1.0,2019-03-14,52
801,32990,2016.0,ford f-250 sd,good,8.0,gas,5031.0,automatic,truck,black,1.0,2018-10-11,21
805,25200,2015.0,chevrolet silverado 1500 crew,good,8.0,gas,94954.0,automatic,pickup,silver,1.0,2018-10-02,42
808,22990,2016.0,ford edge,good,6.0,gas,30884.0,automatic,SUV,black,1.0,2018-12-21,38
813,11900,2005.0,jeep wrangler unlimited,good,6.0,gas,115332.0,automatic,SUV,blue,1.0,2019-04-02,35
815,24600,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,73305.0,other,pickup,silver,1.0,2018-08-04,25
816,26900,2016.0,ram 2500,excellent,6.0,diesel,184800.0,automatic,truck,white,1.0,2018-12-25,55
817,7500,2003.0,ford f250,good,8.0,gas,175000.0,automatic,truck,white,1.0,2018-11-07,26
823,9495,2007.0,gmc sierra 1500,excellent,6.0,gas,76412.0,automatic,pickup,grey,1.0,2018-12-17,19
826,8450,2011.0,honda cr-v,excellent,4.0,gas,117148.0,automatic,SUV,red,1.0,2018-07-09,61
827,16995,2016.0,chevrolet equinox,good,4.0,gas,26894.0,automatic,SUV,blue,1.0,2018-06-24,16
832,29399,2015.0,ram 1500,excellent,8.0,gas,73354.0,automatic,pickup,grey,1.0,2018-07-26,37
834,10500,2012.0,ford f-150,good,6.0,gas,123000.0,automatic,truck,silver,1.0,2018-11-23,73
840,11500,2003.0,chevrolet silverado 1500,good,8.0,gas,189000.0,automatic,truck,red,1.0,2018-10-06,4
842,23995,2014.0,ford f250 super duty,like new,8.0,diesel,99215.0,automatic,pickup,white,1.0,2019-04-08,24
860,6995,2007.0,toyota rav4,excellent,6.0,gas,193231.0,automatic,SUV,blue,1.0,2019-01-25,62
864,10995,2013.0,hyundai santa fe,excellent,4.0,gas,112995.0,automatic,SUV,blue,1.0,2018-10-08,25
866,10995,2008.0,nissan frontier,excellent,6.0,gas,118500.0,manual,truck,custom,1.0,2018-06-27,37
869,4995,2004.0,honda pilot,excellent,6.0,gas,184723.0,automatic,SUV,grey,1.0,2018-11-15,19
874,5995,2003.0,ram 1500,excellent,8.0,gas,166894.0,automatic,truck,blue,1.0,2019-01-21,31
876,4995,2013.0,ford taurus,excellent,6.0,diesel,147267.0,automatic,sedan,silver,1.0,2018-05-27,94
877,4995,2013.0,ford taurus,excellent,6.0,gas,140730.0,automatic,sedan,white,1.0,2018-10-22,40
878,13250,2008.0,toyota 4runner,excellent,6.0,gas,151668.0,automatic,SUV,black,1.0,2018-06-19,151
882,9950,2007.0,jeep wrangler,excellent,6.0,gas,150928.0,automatic,SUV,silver,1.0,2019-01-28,13
885,9990,2009.0,ford f150,excellent,8.0,gas,137256.0,automatic,truck,white,1.0,2019-03-04,9
887,8495,2010.0,buick enclave,excellent,6.0,gas,131086.0,automatic,SUV,red,1.0,2018-08-09,25
889,10995,2012.0,jeep grand cherokee,excellent,6.0,gas,129600.0,automatic,SUV,black,1.0,2018-05-16,26
891,5450,2003.0,subaru outback,excellent,4.0,gas,138000.0,automatic,wagon,silver,1.0,2018-09-03,39
898,20499,2014.0,chevrolet silverado 1500,excellent,8.0,gas,97240.0,automatic,pickup,white,1.0,2018-06-10,16
900,9990,2009.0,ford f150,excellent,8.0,gas,137256.0,automatic,truck,white,1.0,2018-10-24,3
902,13890,2010.0,chevrolet suburban,excellent,8.0,gas,160978.0,automatic,SUV,black,1.0,2018-11-13,2
904,6995,2010.0,ford explorer,excellent,6.0,gas,129000.0,automatic,SUV,grey,1.0,2019-02-28,18
905,8250,2013.0,subaru outback,excellent,4.0,gas,148000.0,automatic,wagon,black,1.0,2019-02-07,26
909,11995,2002.0,jeep wrangler,excellent,6.0,gas,86000.0,manual,SUV,red,1.0,2019-01-28,32
910,6995,2005.0,subaru outback,excellent,4.0,gas,113000.0,automatic,wagon,green,1.0,2018-06-05,1
911,13995,2004.0,jeep wrangler,excellent,6.0,gas,75000.0,manual,SUV,silver,1.0,2018-11-21,78
916,5450,2003.0,subaru outback,excellent,4.0,gas,138000.0,automatic,wagon,silver,1.0,2018-11-23,37
919,13450,2005.0,jeep wrangler,excellent,6.0,gas,113000.0,automatic,SUV,green,1.0,2019-02-22,35
922,8900,2011.0,subaru impreza,good,4.0,gas,92000.0,automatic,sedan,white,1.0,2018-10-18,2
923,12999,2014.0,honda cr-v,excellent,4.0,gas,79140.0,automatic,SUV,silver,1.0,2019-01-23,6
926,5995,2004.0,ford expedition,excellent,8.0,gas,159000.0,automatic,SUV,white,1.0,2018-09-02,35
928,1500,2003.0,ford explorer,good,8.0,gas,159000.0,automatic,SUV,white,1.0,2019-02-21,114
931,25995,2011.0,ram 2500,good,6.0,diesel,150597.0,manual,truck,white,1.0,2018-11-16,147
941,6995,2013.0,nissan rogue,good,4.0,gas,107170.0,automatic,wagon,black,1.0,2018-10-27,15
944,10780,2012.0,bmw x5,good,6.0,gas,136101.0,automatic,wagon,black,1.0,2018-10-03,64
946,4995,2005.0,honda cr-v,good,4.0,gas,178965.0,automatic,wagon,black,1.0,2019-04-13,8
947,23000,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,77994.0,other,pickup,orange,1.0,2018-09-21,17
949,27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,white,1.0,2018-10-13,37
951,27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,white,1.0,2018-11-17,35
952,23950,2016.0,ram 1500,excellent,8.0,gas,37000.0,automatic,truck,white,1.0,2018-08-05,43
960,23800,2018.0,nissan frontier crew cab sv,good,6.0,gas,10899.0,other,pickup,silver,1.0,2018-12-26,3
961,23500,2016.0,ram 1500,excellent,8.0,gas,37000.0,automatic,truck,white,1.0,2019-04-04,16
962,28950,2017.0,jeep wrangler,excellent,6.0,gas,39888.0,automatic,SUV,white,1.0,2018-07-12,48
963,3990,2003.0,honda pilot,good,6.0,gas,145000.0,automatic,SUV,green,1.0,2019-03-16,31
965,15500,2011.0,ford f-150,excellent,8.0,gas,156000.0,automatic,truck,white,1.0,2018-08-02,51
969,14000,2006.0,toyota tacoma,excellent,6.0,gas,125886.0,manual,truck,silver,1.0,2018-08-01,85
971,30300,2017.0,ford f150 supercrew cab xlt,good,6.0,gas,30339.0,automatic,pickup,brown,1.0,2019-04-18,18
976,22985,2009.0,ram 3500,excellent,6.0,diesel,156810.0,automatic,pickup,silver,1.0,2018-05-03,106
977,19985,2006.0,ram 3500,excellent,6.0,diesel,182630.0,automatic,pickup,red,1.0,2018-08-13,30
980,26985,2010.0,chevrolet silverado 2500hd,excellent,8.0,diesel,155595.0,automatic,pickup,silver,1.0,2018-12-28,40
981,22985,2012.0,chevrolet silverado 2500hd,excellent,8.0,gas,107485.0,automatic,pickup,silver,1.0,2018-10-24,30
987,13500,2004.0,chevrolet silverado 2500hd,excellent,8.0,diesel,220000.0,automatic,pickup,blue,1.0,2019-04-06,38
991,14900,2016.0,chevrolet equinox,excellent,6.0,gas,108180.0,automatic,sedan,blue,1.0,2018-08-06,30
994,2500,2000.0,ford ranger,fair,6.0,gas,300000.0,automatic,pickup,white,1.0,2018-11-18,23
997,16900,2010.0,ford f-150,excellent,8.0,gas,98000.0,automatic,truck,grey,1.0,2018-09-06,31
999,7000,1998.0,chevrolet silverado,excellent,8.0,gas,171000.0,automatic,truck,blue,1.0,2018-05-24,66
1000,20500,2017.0,nissan rogue,excellent,4.0,gas,21745.0,automatic,wagon,white,1.0,2018-10-18,5
1002,11900,2007.0,gmc yukon,excellent,8.0,gas,165000.0,automatic,SUV,black,1.0,2019-03-19,9
1005,12900,2010.0,chevrolet silverado 1500,excellent,8.0,gas,159563.0,automatic,pickup,white,1.0,2018-06-24,27
1006,25900,2014.0,jeep wrangler unlimited,excellent,6.0,gas,100785.0,automatic,SUV,grey,1.0,2018-11-20,15
1009,38299,2016.0,gmc sierra 1500,excellent,8.0,gas,31716.0,automatic,pickup,white,1.0,2018-06-23,60
1010,13500,2011.0,jeep grand cherokee,excellent,8.0,gas,117938.0,automatic,SUV,black,1.0,2018-11-10,43
1017,15995,2011.0,chevrolet tahoe,excellent,8.0,gas,148335.0,automatic,SUV,black,1.0,2019-01-28,22
1018,12500,2009.0,chevrolet tahoe,excellent,8.0,gas,173381.0,automatic,SUV,black,1.0,2018-10-05,22
1023,5000,1996.0,toyota 4runner,good,6.0,gas,403000.0,automatic,SUV,black,1.0,2019-02-08,1
1024,9995,2008.0,chevrolet silverado,good,8.0,gas,251000.0,automatic,truck,black,1.0,2018-06-12,143
1026,2500,2000.0,jeep grand cherokee,good,8.0,gas,170000.0,automatic,SUV,blue,1.0,2018-10-31,43
1027,8500,2007.0,ford escape,excellent,4.0,hybrid,103965.0,automatic,SUV,green,1.0,2018-06-24,20
1030,4500,2006.0,chevrolet tahoe,excellent,8.0,gas,167000.0,automatic,SUV,custom,1.0,2019-03-03,37
1040,9500,2012.0,jeep grand cherokee,excellent,6.0,gas,179500.0,automatic,SUV,black,1.0,2019-02-03,51
1041,7995,2011.0,hyundai santa fe,excellent,4.0,gas,117097.0,automatic,SUV,silver,1.0,2019-02-24,67
1042,11450,2012.0,gmc acadia,excellent,6.0,gas,97185.0,automatic,SUV,custom,1.0,2019-01-04,8
1047,850,2008.0,subaru impreza,fair,4.0,gas,190000.0,automatic,wagon,custom,1.0,2019-03-19,36
1053,23500,2003.0,ram 3500,good,6.0,diesel,123000.0,manual,truck,white,1.0,2018-11-23,30
1057,11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,custom,1.0,2018-10-24,24
1059,14999,2012.0,honda cr-v,excellent,4.0,gas,87000.0,automatic,SUV,brown,1.0,2018-08-13,40
1064,38500,2014.0,chevrolet corvette,like new,8.0,gas,14500.0,automatic,coupe,black,1.0,2018-12-24,16
1065,6800,2011.0,chevrolet equinox,excellent,6.0,gas,131000.0,automatic,SUV,red,1.0,2018-06-09,15
1069,35925,2018.0,gmc sierra 1500,excellent,8.0,gas,25511.0,automatic,truck,white,1.0,2018-05-30,37
1071,13500,2006.0,gmc sierra 2500hd,good,8.0,diesel,233000.0,automatic,pickup,white,1.0,2018-10-31,32
1072,28925,2017.0,chevrolet silverado 1500,excellent,8.0,gas,69490.0,automatic,truck,white,1.0,2018-07-26,57
1075,11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,custom,1.0,2018-11-10,3
1078,32500,2017.0,toyota tacoma,like new,6.0,gas,7422.0,automatic,pickup,grey,1.0,2018-09-04,13
1079,30925,2015.0,gmc sierra 1500,excellent,8.0,gas,68384.0,automatic,truck,black,1.0,2019-02-02,35
1081,19300,2017.0,nissan rogue,excellent,4.0,gas,16974.0,automatic,wagon,silver,1.0,2018-06-30,32
1089,16925,2012.0,chevrolet equinox,excellent,4.0,gas,109977.0,automatic,SUV,silver,1.0,2019-03-08,37
1096,13985,2015.0,jeep grand cherokee,good,4.0,gas,60104.0,automatic,SUV,red,1.0,2018-08-18,59
1099,25499,2016.0,chevrolet silverado 1500,excellent,8.0,gas,91300.0,automatic,pickup,black,1.0,2019-03-22,91
1100,6995,2009.0,gmc sierra 1500,good,8.0,gas,180486.0,automatic,pickup,white,1.0,2018-10-10,9
1102,10000,2011.0,subaru outback,excellent,4.0,gas,140000.0,manual,wagon,grey,1.0,2019-02-23,5
1104,12000,2012.0,honda pilot,excellent,6.0,gas,135000.0,automatic,SUV,grey,1.0,2018-08-15,9
1106,900,1998.0,ford f-150,fair,8.0,gas,198000.0,automatic,truck,black,1.0,2019-02-03,15
1107,14500,2008.0,ford f350 super duty,excellent,8.0,diesel,118700.0,automatic,pickup,silver,1.0,2019-01-20,29
1109,29998,2013.0,ram 2500,good,6.0,diesel,70000.0,automatic,pickup,black,1.0,2018-08-12,41
1118,24525,2013.0,ford f-150,excellent,8.0,gas,76612.0,automatic,truck,black,1.0,2019-03-20,37
1121,6000,2004.0,ram 2500,good,8.0,gas,83000.0,automatic,pickup,silver,1.0,2019-01-26,67
1125,19977,2008.0,chevrolet silverado 1500,excellent,8.0,gas,87504.0,automatic,pickup,grey,1.0,2018-06-27,26
1126,27977,2008.0,chevrolet silverado 2500hd,excellent,8.0,diesel,101313.0,automatic,pickup,silver,1.0,2019-01-15,15
1131,26977,2012.0,gmc sierra 1500,excellent,8.0,gas,66475.0,automatic,pickup,black,1.0,2018-10-07,7
1133,19977,2011.0,ford f-150,excellent,8.0,gas,133801.0,automatic,pickup,white,1.0,2018-09-01,25
1135,8000,2003.0,ford f250,good,8.0,diesel,233000.0,automatic,truck,white,1.0,2018-07-22,27
1136,21477,2012.0,jeep wrangler unlimited,excellent,6.0,gas,78123.0,manual,SUV,black,1.0,2019-03-19,68
1139,4000,2002.0,ford explorer,good,6.0,gas,175000.0,automatic,SUV,red,1.0,2019-03-07,82
1140,18777,2013.0,ford f-150,excellent,6.0,gas,101860.0,automatic,pickup,white,1.0,2018-07-09,17
1141,29925,2018.0,chevrolet silverado 1500,excellent,8.0,gas,30948.0,automatic,truck,black,1.0,2018-10-31,39
1142,11495,2014.0,ford f-150,good,6.0,gas,165491.0,automatic,pickup,silver,1.0,2018-06-21,31
1148,6300,2008.0,honda cr-v,good,4.0,gas,114000.0,automatic,SUV,blue,1.0,2018-05-01,22
1156,9995,2011.0,honda cr-v,good,4.0,gas,104153.0,automatic,SUV,black,1.0,2018-12-01,68
1164,41995,2016.0,chevrolet silverado 3500hd,excellent,8.0,diesel,76303.0,automatic,pickup,black,1.0,2018-07-12,25
1167,23995,2015.0,ford f-150,excellent,6.0,gas,90567.0,automatic,pickup,blue,1.0,2018-05-04,34
1169,13995,2014.0,hyundai santa fe,excellent,6.0,gas,98231.0,automatic,SUV,white,1.0,2019-02-10,81
1172,24990,2006.0,ford f-350 sd,good,8.0,gas,65603.0,automatic,truck,red,1.0,2019-02-04,53
1173,6400,2005.0,chevrolet silverado 1500,good,8.0,gas,178000.0,automatic,pickup,black,1.0,2019-03-19,4
1176,24990,2012.0,ford f-250 sd,good,8.0,gas,18005.0,automatic,truck,green,1.0,2018-08-03,30
1178,15000,2010.0,jeep wrangler,good,6.0,gas,106500.0,automatic,SUV,black,1.0,2018-07-10,21
1179,1500,2015.0,chevrolet equinox,excellent,4.0,gas,99000.0,automatic,SUV,silver,1.0,2019-03-26,48
1181,7950,2011.0,ford f-150,good,6.0,gas,171511.0,automatic,truck,white,1.0,2018-09-26,57
1183,47325,2018.0,ford f-150,excellent,8.0,gas,4071.0,automatic,truck,black,1.0,2019-03-18,97
1190,1200,1993.0,jeep wrangler,fair,6.0,gas,181226.0,manual,offroad,green,1.0,2018-06-01,85
1194,4950,2007.0,hyundai santa fe,good,6.0,gas,159665.0,automatic,SUV,custom,1.0,2018-05-24,51
1203,5195,2006.0,honda cr-v,excellent,4.0,gas,139000.0,automatic,SUV,brown,1.0,2019-02-10,108
1207,14990,2012.0,buick enclave,excellent,6.0,gas,72228.0,automatic,SUV,red,1.0,2019-01-26,54
1211,7600,2009.0,honda cr-v,good,4.0,gas,131600.0,automatic,SUV,blue,1.0,2019-02-07,16
1212,17950,2011.0,jeep wrangler unlimited,excellent,6.0,gas,83974.0,automatic,SUV,black,1.0,2019-01-15,10
1213,9950,2014.0,ford explorer,excellent,6.0,gas,111928.0,automatic,SUV,black,1.0,2018-05-31,24
1214,13395,2012.0,gmc acadia,excellent,6.0,gas,83794.0,automatic,SUV,black,1.0,2018-06-19,42
1216,11880,2010.0,chevrolet suburban,excellent,8.0,gas,203820.0,automatic,SUV,silver,1.0,2018-10-03,3
1218,6995,2008.0,ford edge,excellent,6.0,gas,122942.0,automatic,sedan,white,1.0,2018-10-22,15
1219,6995,2005.0,ram 1500,excellent,8.0,gas,171713.0,automatic,pickup,red,1.0,2018-09-13,52
1220,14800,2006.0,ram 3500,good,8.0,diesel,260921.0,automatic,truck,red,1.0,2019-03-08,88
1223,3500,1999.0,chevrolet silverado 1500,good,8.0,gas,152000.0,automatic,truck,black,1.0,2018-06-11,27
1225,7995,2006.0,chevrolet silverado 1500,excellent,8.0,gas,155500.0,automatic,truck,custom,1.0,2019-03-19,35
1227,8995,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,140610.0,automatic,truck,custom,1.0,2018-05-18,83
1228,28000,2017.0,jeep wrangler,like new,6.0,gas,21000.0,automatic,SUV,black,1.0,2018-11-03,43
1230,19490,2013.0,chevrolet silverado 2500hd,good,8.0,gas,77755.0,automatic,truck,custom,1.0,2019-02-19,10
1235,6995,2005.0,ram 1500,excellent,8.0,gas,144518.0,automatic,pickup,blue,1.0,2018-12-09,23
1238,14995,2013.0,chevrolet suburban,good,8.0,gas,138215.0,automatic,SUV,black,1.0,2018-10-02,21
1241,18990,2000.0,ford f-350 sd,good,8.0,diesel,118774.0,automatic,truck,silver,1.0,2018-05-20,54
1242,28990,2015.0,ford f-350 sd,good,8.0,diesel,53628.0,automatic,truck,white,1.0,2019-01-17,38
1244,12995,2015.0,kia sorento,excellent,4.0,gas,89400.0,automatic,wagon,red,1.0,2018-10-16,83
1246,20990,2011.0,ford f-350 sd,good,8.0,gas,63887.0,automatic,truck,white,1.0,2018-05-23,52
1247,14995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,93300.0,automatic,truck,grey,1.0,2018-05-15,0
1248,2000,2000.0,subaru forester,good,4.0,gas,138688.0,automatic,SUV,red,1.0,2018-05-09,17
1249,21500,2015.0,jeep wrangler,like new,6.0,gas,72000.0,automatic,SUV,red,1.0,2018-12-19,16
1255,27700,2015.0,ram 3500,excellent,6.0,diesel,137859.0,automatic,other,orange,1.0,2018-08-22,42
1257,33500,2017.0,ford f-150,excellent,6.0,gas,67783.0,automatic,truck,silver,1.0,2018-09-19,53
1258,23990,2014.0,jeep grand cherokee,excellent,8.0,gas,44669.0,automatic,SUV,blue,1.0,2018-07-28,62
1261,8995,2007.0,chevrolet colorado,excellent,4.0,gas,148012.0,automatic,truck,red,1.0,2018-11-14,38
1263,15750,2012.0,ram 1500,excellent,8.0,gas,134695.0,automatic,truck,black,1.0,2018-09-26,45
1264,29900,2018.0,toyota 4runner,like new,6.0,gas,23250.0,automatic,SUV,white,1.0,2018-07-06,65
1269,28250,2017.0,jeep wrangler,excellent,6.0,gas,39502.0,automatic,SUV,black,1.0,2018-12-04,59
1270,42995,2018.0,chevrolet suburban,excellent,8.0,gas,40800.0,automatic,SUV,black,1.0,2019-02-11,2
1274,12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,1.0,2019-02-28,34
1275,11500,2014.0,honda cr-v,good,4.0,gas,56000.0,automatic,SUV,grey,1.0,2018-09-01,13
1276,21988,2009.0,ford f-250,like new,8.0,diesel,105677.0,automatic,truck,silver,1.0,2018-05-29,84
1277,20488,2011.0,ford f-150,like new,6.0,gas,113114.0,automatic,truck,black,1.0,2018-11-02,3
1281,15600,2011.0,chevrolet silverado 1500,good,8.0,gas,104180.0,automatic,pickup,blue,1.0,2018-06-09,53
1286,14950,2013.0,chevrolet silverado 1500,good,8.0,gas,132857.0,automatic,truck,white,1.0,2019-04-06,36
1302,1800,1992.0,chevrolet silverado 1500,fair,8.0,gas,359.0,automatic,pickup,white,1.0,2018-11-20,38
1307,29900,2016.0,ford f-150,good,6.0,gas,83989.0,automatic,truck,white,1.0,2019-01-07,28
1308,18900,2015.0,chevrolet silverado 1500,good,6.0,gas,85193.0,automatic,truck,silver,1.0,2018-12-13,21
1313,25900,2015.0,toyota tacoma,good,6.0,gas,74379.0,automatic,truck,silver,1.0,2018-09-03,31
1316,11998,2009.0,subaru impreza,good,4.0,gas,115300.0,manual,sedan,silver,1.0,2018-12-08,8
1319,13950,2011.0,chevrolet silverado 1500,good,8.0,gas,84461.0,automatic,truck,blue,1.0,2019-04-13,23
1320,21400,2015.0,toyota tacoma,excellent,6.0,gas,95750.0,manual,offroad,grey,1.0,2018-12-23,1
1330,15250,2017.0,subaru forester,excellent,4.0,gas,99000.0,automatic,SUV,silver,1.0,2019-03-18,103
1345,7495,2006.0,ram 3500,good,6.0,diesel,285000.0,automatic,pickup,brown,1.0,2018-07-13,76
1346,9500,2006.0,gmc sierra,good,8.0,diesel,28000.0,automatic,pickup,silver,1.0,2018-11-13,14
1348,15990,2001.0,gmc sierra 1500,good,8.0,gas,61030.0,automatic,truck,black,1.0,2018-06-19,13
1352,7000,2002.0,toyota tacoma,fair,6.0,gas,128200.0,automatic,truck,silver,1.0,2018-08-09,24
1362,27475,2015.0,toyota tacoma,excellent,6.0,gas,54300.0,automatic,truck,grey,1.0,2018-08-02,23
1368,4995,2004.0,chevrolet suburban,good,8.0,gas,120455.0,automatic,wagon,custom,1.0,2019-02-01,54
1370,17995,2017.0,nissan rogue,excellent,4.0,gas,37500.0,automatic,SUV,grey,1.0,2018-07-22,35
1373,10595,2007.0,gmc sierra 1500,excellent,8.0,gas,171.0,automatic,truck,white,1.0,2018-06-14,99
1374,13000,2003.0,ram 2500,good,6.0,diesel,287800.0,automatic,truck,white,1.0,2018-09-03,8
1380,15995,2013.0,bmw x5,excellent,6.0,gas,87338.0,automatic,SUV,grey,1.0,2019-03-10,15
1381,7995,2008.0,ford edge,like new,6.0,gas,123954.0,automatic,sedan,white,1.0,2018-08-02,20
1383,27500,2018.0,jeep wrangler,like new,6.0,gas,17223.0,automatic,truck,black,1.0,2018-06-28,83
1386,13988,2006.0,ford f-250 sd,good,8.0,diesel,200788.0,automatic,truck,blue,1.0,2018-08-29,28
1387,24995,2014.0,gmc sierra 1500,excellent,8.0,gas,90207.0,automatic,truck,red,1.0,2019-02-23,41
1388,17500,2012.0,gmc yukon,excellent,8.0,gas,124995.0,automatic,SUV,black,1.0,2018-08-12,11
1389,30995,2018.0,ford f-150,excellent,6.0,gas,35672.0,automatic,pickup,white,1.0,2019-04-10,31
1390,9888,2003.0,gmc sierra 2500hd,good,8.0,diesel,210000.0,automatic,truck,white,1.0,2018-12-09,61
1392,24995,2011.0,ford f350,like new,8.0,diesel,142581.0,automatic,pickup,silver,1.0,2019-02-05,24
1394,7495,2005.0,jeep wrangler,excellent,6.0,gas,161556.0,manual,SUV,red,1.0,2018-09-02,19
1395,10799,2002.0,chevrolet silverado 2500hd,excellent,8.0,gas,106479.0,automatic,truck,brown,1.0,2019-01-26,18
1397,38995,2014.0,ford f350,like new,8.0,diesel,98055.0,automatic,pickup,white,1.0,2018-07-11,59
1399,12000,2001.0,ford f-250,good,8.0,diesel,261000.0,automatic,pickup,green,1.0,2018-06-24,25
1401,8000,2007.0,chevrolet suburban,good,8.0,gas,177000.0,automatic,SUV,black,1.0,2018-07-17,128
1404,44991,2018.0,ram 2500,like new,6.0,diesel,31.0,automatic,truck,white,1.0,2018-07-21,45
1405,44991,2018.0,ram 2500,like new,6.0,diesel,32.0,automatic,truck,grey,1.0,2018-05-02,26
1407,8595,2009.0,ford f-150,excellent,8.0,gas,180.0,automatic,truck,yellow,1.0,2019-02-28,51
1408,20900,2016.0,ram 1500,excellent,8.0,gas,73300.0,automatic,pickup,grey,1.0,2018-12-03,49
1409,3500,2000.0,subaru outback,good,4.0,gas,236000.0,automatic,wagon,green,1.0,2018-09-06,31
1411,5950,2004.0,chevrolet silverado 1500,good,8.0,gas,137351.0,automatic,truck,white,1.0,2018-11-21,55
1418,23995,2014.0,gmc sierra,like new,8.0,gas,121361.0,automatic,pickup,silver,1.0,2018-11-17,110
1420,29995,2014.0,ford f250,like new,8.0,diesel,128604.0,automatic,pickup,red,1.0,2019-03-08,38
1422,11500,2014.0,honda cr-v,good,4.0,gas,56000.0,automatic,SUV,grey,1.0,2018-08-14,23
1423,10987,2003.0,ram 1500,excellent,8.0,gas,163978.0,automatic,truck,white,1.0,2019-01-20,8
1424,15995,2011.0,chevrolet silverado,like new,8.0,gas,133247.0,automatic,pickup,white,1.0,2019-01-18,7
1428,25995,2015.0,chevrolet silverado,like new,8.0,gas,99935.0,automatic,pickup,white,1.0,2018-08-25,3
1430,19995,2013.0,ford f150,like new,8.0,gas,137784.0,automatic,pickup,silver,1.0,2018-11-01,78
1431,11500,2006.0,chevrolet silverado 2500hd,good,8.0,gas,128500.0,automatic,truck,white,1.0,2018-11-08,13
1436,16500,2012.0,subaru impreza,like new,4.0,gas,97000.0,manual,hatchback,blue,1.0,2019-01-14,90
1443,10000,2011.0,ford f-150,like new,8.0,gas,189000.0,automatic,truck,white,1.0,2019-01-30,34
1462,27500,2015.0,jeep wrangler,excellent,6.0,gas,8200.0,automatic,SUV,brown,1.0,2018-12-04,29
1463,8000,2014.0,ford escape,excellent,4.0,gas,105000.0,automatic,SUV,white,1.0,2018-08-26,62
